VARI,NOME,DESDE,TAM,F,CATEG,quesito,categorias,categorias_dict
V2427,RENDIMENTO MENSAL DOS OUTROS TRABALHOS QUE EXERCEU NA OCUPAÇÃO DECLARADA NA SEMANA DE REFERENCIA EM DINHEIRO PARTE FIXA,124,6,N,,RENDIMENTO MENSAL DOS OUTROS TRABALHOS QUE EXERCEU NA OCUPAÇÃO DECLARADA NA SEMANA DE REFERENCIA EM DINHEIRO PARTE FIXA,,
V2457,RENDIMENTO MENSAL DOS OUTROS TRABALHOS QUE EXERCEU NA OCUPAÇÃO DECLARADA NA SEMANA DE REFERENCIA EM DINHEIRO PARTE VARIAVEL,130,6,N,,RENDIMENTO MENSAL DOS OUTROS TRABALHOS QUE EXERCEU NA OCUPAÇÃO DECLARADA NA SEMANA DE REFERENCIA EM DINHEIRO PARTE VARIAVEL,,
V2458,RENDIMENTO MENSAL DOS OUTROS TRABALHOS QUE EXERCEU NA OCUPAÇÃO DECLARADA NA SEMANA DE REFERENCIA EM PRODUTOS OU MERCADORIAS,136,6,N,,RENDIMENTO MENSAL DOS OUTROS TRABALHOS QUE EXERCEU NA OCUPAÇÃO DECLARADA NA SEMANA DE REFERENCIA EM PRODUTOS OU MERCADORIAS,,
V2459,"POSSUI RENDIMENTO MENSAL NOS OUTROS TRABALHOS QUE EXERCEU NA OCUPAÇÃO DECLARADA NA SEMANA DE REFERENCIA COM BENEFICIOS?
 - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO",142,1,N,4.0,POSSUI RENDIMENTO MENSAL NOS OUTROS TRABALHOS QUE EXERCEU NA OCUPAÇÃO DECLARADA NA SEMANA DE REFERENCIA COM BENEFICIOS?," - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO","{1: 'SIM', 2: 'NÃO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2428,RENDIMENTO MENSAL DAS OUTRAS OCUPAÇÕES QUE RECEBEU NA SEMANA DE REFERENCIA EM DINHEIRO PARTE FIXA,143,6,N,,RENDIMENTO MENSAL DAS OUTRAS OCUPAÇÕES QUE RECEBEU NA SEMANA DE REFERENCIA EM DINHEIRO PARTE FIXA,,
V2468,RENDIMENTO MENSAL DAS OUTRAS OCUPAÇÕES QUE RECEBEU NA SEMANA DE REFERENCIA EM DINHEIRO PARTE VARIAVEL,149,6,N,,RENDIMENTO MENSAL DAS OUTRAS OCUPAÇÕES QUE RECEBEU NA SEMANA DE REFERENCIA EM DINHEIRO PARTE VARIAVEL,,
V2469,RENDIMENTO MENSAL DAS OUTRAS OCUPAÇÕES QUE RECEBEU NA SEMANA DE REFERENCIA EM PRODUTOS E MERCADORIAS,155,6,N,,RENDIMENTO MENSAL DAS OUTRAS OCUPAÇÕES QUE RECEBEU NA SEMANA DE REFERENCIA EM PRODUTOS E MERCADORIAS,,
V2470,"POSSUI RENDIMENTO MENSAL DAS OUTRAS OCUPAÇÕES QUE EXERCEU NA SEMANA DE REFERENCIA COM BENEFICIOS?
 - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO",161,1,N,4.0,POSSUI RENDIMENTO MENSAL DAS OUTRAS OCUPAÇÕES QUE EXERCEU NA SEMANA DE REFERENCIA COM BENEFICIOS?," - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO","{1: 'SIM', 2: 'NÃO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V2429,"POSSUI OUTRAS RECEITAS ALEM DAS DECLARADAS ANTERIORMENTE?
 - NÃO APLICAVEL
1- TEM - QUAIS?
2- NÃO TEM",162,1,N,3.0,POSSUI OUTRAS RECEITAS ALEM DAS DECLARADAS ANTERIORMENTE?," - NÃO APLICAVEL
1- TEM - QUAIS?
2- NÃO TEM","{1: 'TEM – QUAIS?', 2: 'NÃO TEM', '': 'NÃO APLICAVEL'}"
V2479,OUTRAS RECEITAS ALEM DAS DECLARADAS ANTERIORMENTE COM APOSENTADORIA,163,6,N,,OUTRAS RECEITAS ALEM DAS DECLARADAS ANTERIORMENTE COM APOSENTADORIA,,
V2480,OUTRAS RECEITAS ALEM DAS DECLARADAS ANTERIORMENTE COM PENSÃO,169,6,N,,OUTRAS RECEITAS ALEM DAS DECLARADAS ANTERIORMENTE COM PENSÃO,,
V2481,OUTRAS RECEITAS ALEM DAS DECLARADAS ANTERIORMENTE COM DOAÇÃO OU MESADA,175,6,N,,OUTRAS RECEITAS ALEM DAS DECLARADAS ANTERIORMENTE COM DOAÇÃO OU MESADA,,
V2482,OUTRAS RECEITAS ALEM DAS DECLARADAS ANTERIORMENTE COM ALUGUEIS,181,6,N,,OUTRAS RECEITAS ALEM DAS DECLARADAS ANTERIORMENTE COM ALUGUEIS,,
V2483,OUTRAS RECEITAS ALEM DAS DECLARADAS ANTERIORMENTE COM VENDA DE IMOVEIS,187,6,N,,OUTRAS RECEITAS ALEM DAS DECLARADAS ANTERIORMENTE COM VENDA DE IMOVEIS,,
V2430,"NUMERO TOTAL DE RENDAS
  - NÃO APLICAVEL
 0- SEM RENDAS
 1- 1 RENDA
 2- 2 RENDAS
 3- 3 RENDAS
 4- 4 RENDAS
 5- 5 RENDAS
 6- 6 RENDAS
 7- 7 RENDAS
 8- 8 RENDAS
 9- 9 RENDAS
10- 10 RENDAS
11- 11 RENDAS
12- 12 RENDAS
13- 13 RENDAS
14- 14 RENDAS",193,2,N,16.0,NUMERO TOTAL DE RENDAS,"  - NÃO APLICAVEL
 0- SEM RENDAS
 1- 1 RENDA
 2- 2 RENDAS
 3- 3 RENDAS
 4- 4 RENDAS
 5- 5 RENDAS
 6- 6 RENDAS
 7- 7 RENDAS
 8- 8 RENDAS
 9- 9 RENDAS
10- 10 RENDAS
11- 11 RENDAS
12- 12 RENDAS
13- 13 RENDAS
14- 14 RENDAS","{0: 'SEM RENDAS', 1: '1 RENDA', 2: '2 RENDAS', 3: '3 RENDAS', 4: '4 RENDAS', 5: '5 RENDAS', 6: '6 RENDAS', 7: '7 RENDAS', 8: '8 RENDAS', 9: '9 RENDAS', 10: '10 RENDAS', 11: '11 RENDAS', 12: '12 RENDAS', 13: '13 RENDAS', 14: '14 RENDAS', '': 'NÃO APLICAVEL'}"
V2013,IDENTIFICAÇÃO DA FAMILIA,195,8,N,,IDENTIFICAÇÃO DA FAMILIA,,
V2503,"CLASSE DE IDADE
 1- MENOS DE 1 ANO
 2- DE 1 A 4 ANOS
 3- DE 5 A 6 ANOS
 4- DE 7 A 9 ANOS
 5- DE 10 A 14 ANOS
 6- DE 15 A 17 ANOS
 7- DE 18 A 19 ANOS
 8- DE 20 A 24 ANOS
 9- DE 25 A 29 ANOS
10- DE 30 A 34 ANOS
11- DE 35 A 39 ANOS
12- DE 40 A 44 ANOS
13- DE 45 A 49 ANOS
14- DE 50 A 54 ANOS
15- DE 55 A 59 ANOS
16- DE 60 A 64 ANOS
17- DE 65 A 69 ANOS
18- 70 ANOS OU MAIS
19- IDADE IGNORADA",203,2,N,19.0,CLASSE DE IDADE," 1- MENOS DE 1 ANO
 2- DE 1 A 4 ANOS
 3- DE 5 A 6 ANOS
 4- DE 7 A 9 ANOS
 5- DE 10 A 14 ANOS
 6- DE 15 A 17 ANOS
 7- DE 18 A 19 ANOS
 8- DE 20 A 24 ANOS
 9- DE 25 A 29 ANOS
10- DE 30 A 34 ANOS
11- DE 35 A 39 ANOS
12- DE 40 A 44 ANOS
13- DE 45 A 49 ANOS
14- DE 50 A 54 ANOS
15- DE 55 A 59 ANOS
16- DE 60 A 64 ANOS
17- DE 65 A 69 ANOS
18- 70 ANOS OU MAIS
19- IDADE IGNORADA","{1: 'MENOS DE 1 ANO', 2: 'DE 1 A 4 ANOS', 3: 'DE 5 A 6 ANOS', 4: 'DE 7 A 9 ANOS', 5: 'DE 10 A 14 ANOS', 6: 'DE 15 A 17 ANOS', 7: 'DE 18 A 19 ANOS', 8: 'DE 20 A 24 ANOS', 9: 'DE 25 A 29 ANOS', 10: 'DE 30 A 34 ANOS', 11: 'DE 35 A 39 ANOS', 12: 'DE 40 A 44 ANOS', 13: 'DE 45 A 49 ANOS', 14: 'DE 50 A 54 ANOS', 15: 'DE 55 A 59 ANOS', 16: 'DE 60 A 64 ANOS', 17: 'DE 65 A 69 ANOS', 18: '70 ANOS OU MAIS', 19: 'IDADE IGNORADA'}"
V2511,"ANOS DE ESTUDO
  - MENOR DE 5 ANOS
 1- SEM INSTRUÇAO E MENOS DE 1 ANO
 2- 1 ANO
 3- 2 ANOS
 4- 3 ANOS
 5- 4 ANOS
 6- 5 ANOS
 7- 6 ANOS
 8- 7 ANOS
 9- 8 ANOS
10- DE 9 A 11 ANOS
11- DE 12 A 17 ANOS
12- NÃO DETERMINADO
13- SEM DECLARAÇÃO",205,2,N,14.0,ANOS DE ESTUDO,"  - MENOR DE 5 ANOS
 1- SEM INSTRUÇAO E MENOS DE 1 ANO
 2- 1 ANO
 3- 2 ANOS
 4- 3 ANOS
 5- 4 ANOS
 6- 5 ANOS
 7- 6 ANOS
 8- 7 ANOS
 9- 8 ANOS
10- DE 9 A 11 ANOS
11- DE 12 A 17 ANOS
12- NÃO DETERMINADO
13- SEM DECLARAÇÃO","{1: 'SEM INSTRUÇAO E MENOS DE 1 ANO', 2: '1 ANO', 3: '2 ANOS', 4: '3 ANOS', 5: '4 ANOS', 6: '5 ANOS', 7: '6 ANOS', 8: '7 ANOS', 9: '8 ANOS', 10: 'DE 9 A 11 ANOS', 11: 'DE 12 A 17 ANOS', 12: 'NÃO DETERMINADO', 13: 'SEM DECLARAÇÃO', '': 'MENOR DE 5 ANOS'}"
V2512,"GRAU E SERIE QUE FREQUENTA
  - MENOR DE 5 ANOS
 1- 1º GRAU 1ª SERIE
 2- 1º GRAU 2ª SERIE
 3- 1º GRAU 3ª SERIE
 4- 1º GRAU 4ª SERIE
 5- 1º GRAU 5ª SERIE
 6- 1º GRAU 6ª SERIE
 7- 1º GRAU 7ª SERIE
 8- 1º GRAU 8ª SERIE
 9- 1º GRAU SEM DECLARAÇÃO DE SERIE
10- 2º GRAU
11- SUPERIOR
12- SEM DECLARAÇÃO DE GRAU",207,2,N,13.0,GRAU E SERIE QUE FREQUENTA,"  - MENOR DE 5 ANOS
 1- 1º GRAU 1ª SERIE
 2- 1º GRAU 2ª SERIE
 3- 1º GRAU 3ª SERIE
 4- 1º GRAU 4ª SERIE
 5- 1º GRAU 5ª SERIE
 6- 1º GRAU 6ª SERIE
 7- 1º GRAU 7ª SERIE
 8- 1º GRAU 8ª SERIE
 9- 1º GRAU SEM DECLARAÇÃO DE SERIE
10- 2º GRAU
11- SUPERIOR
12- SEM DECLARAÇÃO DE GRAU","{1: '1º GRAU 1ª SERIE', 2: '1º GRAU 2ª SERIE', 3: '1º GRAU 3ª SERIE', 4: '1º GRAU 4ª SERIE', 5: '1º GRAU 5ª SERIE', 6: '1º GRAU 6ª SERIE', 7: '1º GRAU 7ª SERIE', 8: '1º GRAU 8ª SERIE', 9: '1º GRAU SEM DECLARAÇÃO DE SERIE', 10: '2º GRAU', 11: 'SUPERIOR', 12: 'SEM DECLARAÇÃO DE GRAU', '': 'MENOR DE 5 ANOS'}"
V2521,"RAMOS DE ATIVIDADE NA SEMANA DE REFERENCIA
  - MENOR DE 10 ANOS
 1- AGRICOLA
 2- INDÚSTRIA DE TRANSFORMAÇÃO
 3- INDUSTRIA DA CONSTRUÇÃO
 4- OUTRAS ATIVIDADES DA INDUSTRIA
 5- COMERCIO DE MERCADORIAS
 6- PRESTAÇÃO DE SERVICO
 7- TRANSPORTE E COMUNICAÇÃO
 8- SOCIAL
 9- ADMINISTRAÇÃO PUBLICA
10- OUTRAS ATIVIDADES",209,2,N,11.0,RAMOS DE ATIVIDADE NA SEMANA DE REFERENCIA,"  - MENOR DE 10 ANOS
 1- AGRICOLA
 2- INDÚSTRIA DE TRANSFORMAÇÃO
 3- INDUSTRIA DA CONSTRUÇÃO
 4- OUTRAS ATIVIDADES DA INDUSTRIA
 5- COMERCIO DE MERCADORIAS
 6- PRESTAÇÃO DE SERVICO
 7- TRANSPORTE E COMUNICAÇÃO
 8- SOCIAL
 9- ADMINISTRAÇÃO PUBLICA
10- OUTRAS ATIVIDADES","{1: 'AGRICOLA', 2: 'INDÚSTRIA DE TRANSFORMAÇÃO', 3: 'INDUSTRIA DA CONSTRUÇÃO', 4: 'OUTRAS ATIVIDADES DA INDUSTRIA', 5: 'COMERCIO DE MERCADORIAS', 6: 'PRESTAÇÃO DE SERVICO', 7: 'TRANSPORTE E COMUNICAÇÃO', 8: 'SOCIAL', 9: 'ADMINISTRAÇÃO PUBLICA', 10: 'OUTRAS ATIVIDADES', '': 'MENOR DE 10 ANOS'}"
V2522,"GRUPOS DE OCUPAÇÃO NA SEMANA DE REFERENCIA
 - MENOR DE 10 ANOS
1- TECNICOS, CIENTIFICOS, RELIGIOSOS, ARTES E AFINS
2- ADMINISTRATIVAS
3- AGROPECUARIA EXTRATIVA VEGETAL
4- INDÚSTRIA DE TRANSFORMAÇÃO COM CIVICULTURA
5- COMERCIO E AUXILIARES
6- TRANSPORTE E COMUNICAÇÃO
7- PRESTAÇÃO DE SERVIÇOS
8- OUTRAS OCUPAÇÕES",211,1,N,9.0,GRUPOS DE OCUPAÇÃO NA SEMANA DE REFERENCIA," - MENOR DE 10 ANOS
1- TECNICOS, CIENTIFICOS, RELIGIOSOS, ARTES E AFINS
2- ADMINISTRATIVAS
3- AGROPECUARIA EXTRATIVA VEGETAL
4- INDÚSTRIA DE TRANSFORMAÇÃO COM CIVICULTURA
5- COMERCIO E AUXILIARES
6- TRANSPORTE E COMUNICAÇÃO
7- PRESTAÇÃO DE SERVIÇOS
8- OUTRAS OCUPAÇÕES","{1: 'TECNICOS, CIENTIFICOS, RELIGIOSOS, ARTES E AFINS', 2: 'ADMINISTRATIVAS', 3: 'AGROPECUARIA EXTRATIVA VEGETAL', 4: 'INDÚSTRIA DE TRANSFORMAÇÃO COM CIVICULTURA', 5: 'COMERCIO E AUXILIARES', 6: 'TRANSPORTE E COMUNICAÇÃO', 7: 'PRESTAÇÃO DE SERVIÇOS', 8: 'OUTRAS OCUPAÇÕES', '': 'MENOR DE 10 ANOS'}"
V2523,"RAMOS DE ATIVIDADE NO ANO DE REFERENCIA
  - MENOR DE 10 ANOS
 1- AGRICOLA
 2- INDÚSTRIA DE TRANSFORMAÇÃO
 3- INDÚSTRIA DA CONSTRUÇÃO
 4- OUTRAS ATIVIDADES DA INDÚSTRIA
 5- COMERCIO DE MERCADORIAS
 6- PRESTAÇÃO DE SERVICOS
 7- TRANSPORTE E COMUNICAÇÃO
 8- SOCIAL
 9- ADMINISTRAÇÃO PUBLICA
10- OUTRAS ATIVIDADES",212,2,N,11.0,RAMOS DE ATIVIDADE NO ANO DE REFERENCIA,"  - MENOR DE 10 ANOS
 1- AGRICOLA
 2- INDÚSTRIA DE TRANSFORMAÇÃO
 3- INDÚSTRIA DA CONSTRUÇÃO
 4- OUTRAS ATIVIDADES DA INDÚSTRIA
 5- COMERCIO DE MERCADORIAS
 6- PRESTAÇÃO DE SERVICOS
 7- TRANSPORTE E COMUNICAÇÃO
 8- SOCIAL
 9- ADMINISTRAÇÃO PUBLICA
10- OUTRAS ATIVIDADES","{1: 'AGRICOLA', 2: 'INDÚSTRIA DE TRANSFORMAÇÃO', 3: 'INDÚSTRIA DA CONSTRUÇÃO', 4: 'OUTRAS ATIVIDADES DA INDÚSTRIA', 5: 'COMERCIO DE MERCADORIAS', 6: 'PRESTAÇÃO DE SERVICOS', 7: 'TRANSPORTE E COMUNICAÇÃO', 8: 'SOCIAL', 9: 'ADMINISTRAÇÃO PUBLICA', 10: 'OUTRAS ATIVIDADES', '': 'MENOR DE 10 ANOS'}"
V2524,"GRUPOS DE OCUPAÇÃO NO ANO DE REFERENCIA
- MENOR DE 10 ANOS
1- TECNICOS, CIENTIFICOS, RELIGIOSOS, ARTES E AFINS
2- ADMINISTRATIVAS
3- AGROPECUARIA EXTRATIVA VEGETAL
4- INDÚSTRIA DE TRANSFORMAÇÃO COM CIVICULTURA
5- COMERCIO E AUXILIARES
6- TRANSPORTE E COMUNICAÇÃO
7- PRESTAÇÃO DE SERVIÇOS
8- OUTRAS OCUPAÇÕES",214,1,N,9.0,GRUPOS DE OCUPAÇÃO NO ANO DE REFERENCIA,"- MENOR DE 10 ANOS
1- TECNICOS, CIENTIFICOS, RELIGIOSOS, ARTES E AFINS
2- ADMINISTRATIVAS
3- AGROPECUARIA EXTRATIVA VEGETAL
4- INDÚSTRIA DE TRANSFORMAÇÃO COM CIVICULTURA
5- COMERCIO E AUXILIARES
6- TRANSPORTE E COMUNICAÇÃO
7- PRESTAÇÃO DE SERVIÇOS
8- OUTRAS OCUPAÇÕES","{1: 'TECNICOS, CIENTIFICOS, RELIGIOSOS, ARTES E AFINS', 2: 'ADMINISTRATIVAS', 3: 'AGROPECUARIA EXTRATIVA VEGETAL', 4: 'INDÚSTRIA DE TRANSFORMAÇÃO COM CIVICULTURA', 5: 'COMERCIO E AUXILIARES', 6: 'TRANSPORTE E COMUNICAÇÃO', 7: 'PRESTAÇÃO DE SERVIÇOS', 8: 'OUTRAS OCUPAÇÕES', '': 'MENOR DE 10 ANOS'}"
V2541,RENDIMENTO MENSAL DA PESSOA NA SEMANA DE REFERENCIA,215,9,N,,RENDIMENTO MENSAL DA PESSOA NA SEMANA DE REFERENCIA,,
V2542,"RENDIMENTO MENSAL DA PESSOA NA SEMANA DE REFERENCIA
  - MENOR DE 10 ANOS
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A 1 SALARIO MINIMO
 3- DE 1 A 2 SALARIOS MINIMOS
 4- DE 2 A 3 SALARIOS MINIMOS
 5- DE 3 A 5 SALARIOS MINIMOS
 6- DE 5 A 10 SALARIOS MINIMOS
 7- DE 10 A 20 SALARIOS MINIMOS
 8- MAIS DE 20 SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO",224,2,N,11.0,RENDIMENTO MENSAL DA PESSOA NA SEMANA DE REFERENCIA,"  - MENOR DE 10 ANOS
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A 1 SALARIO MINIMO
 3- DE 1 A 2 SALARIOS MINIMOS
 4- DE 2 A 3 SALARIOS MINIMOS
 5- DE 3 A 5 SALARIOS MINIMOS
 6- DE 5 A 10 SALARIOS MINIMOS
 7- DE 10 A 20 SALARIOS MINIMOS
 8- MAIS DE 20 SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO","{1: 'ATE 1/2 SALARIO MINIMO', 2: 'DE 1/2 A 1 SALARIO MINIMO', 3: 'DE 1 A 2 SALARIOS MINIMOS', 4: 'DE 2 A 3 SALARIOS MINIMOS', 5: 'DE 3 A 5 SALARIOS MINIMOS', 6: 'DE 5 A 10 SALARIOS MINIMOS', 7: 'DE 10 A 20 SALARIOS MINIMOS', 8: 'MAIS DE 20 SALARIOS MINIMOS', 9: 'SEM RENDIMENTO', 10: 'SEM DECLARAÇÃO', '': 'MENOR DE 10 ANOS'}"
V2543,RENDIMENTO MENSAL DE TODAS AS OCUPAÇÕES,226,9,N,,RENDIMENTO MENSAL DE TODAS AS OCUPAÇÕES,,
V2544,"CLASSE DE RENDIMENTO MENSAL DE TODAS AS OCUPAÇÕES
  - MENOR DE 10 ANOS
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A 1 SALARIO MINIMO
 3- DE 1 A 2 SALARIOS MINIMOS
 4- DE 2 A 3 SALARIOS MINIMOS
 5- DE 3 A 5 SALARIOS MINIMOS
 6- DE 5 A 10 SALARIOS MINIMOS
 7- DE 10 A 20 SALARIOS MINIMOS
 8- MAIS DE 20 SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO",235,2,N,11.0,CLASSE DE RENDIMENTO MENSAL DE TODAS AS OCUPAÇÕES,"  - MENOR DE 10 ANOS
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A 1 SALARIO MINIMO
 3- DE 1 A 2 SALARIOS MINIMOS
 4- DE 2 A 3 SALARIOS MINIMOS
 5- DE 3 A 5 SALARIOS MINIMOS
 6- DE 5 A 10 SALARIOS MINIMOS
 7- DE 10 A 20 SALARIOS MINIMOS
 8- MAIS DE 20 SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO","{1: 'ATE 1/2 SALARIO MINIMO', 2: 'DE 1/2 A 1 SALARIO MINIMO', 3: 'DE 1 A 2 SALARIOS MINIMOS', 4: 'DE 2 A 3 SALARIOS MINIMOS', 5: 'DE 3 A 5 SALARIOS MINIMOS', 6: 'DE 5 A 10 SALARIOS MINIMOS', 7: 'DE 10 A 20 SALARIOS MINIMOS', 8: 'MAIS DE 20 SALARIOS MINIMOS', 9: 'SEM RENDIMENTO', 10: 'SEM DECLARAÇÃO', '': 'MENOR DE 10 ANOS'}"
V2545,RENDIMENTO MENSAL DA PESSOA NO ANO DE REFERENCIA,237,9,N,,RENDIMENTO MENSAL DA PESSOA NO ANO DE REFERENCIA,,
V2546,"CLASSE DE RENDIMENTO MENSAL DA PESSOA NO ANO REFERENCIA
  - MENOR DE 10 ANOS
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A 1 SALARIO MINIMO
 3- DE 1 A 2 SALARIOS MINIMOS
 4- DE 2 A 3 SALARIOS MINIMOS
 5- DE 3 A 5 SALARIOS MINIMOS
 6- DE 5 A 10 SALARIOS MINIMOS
 7- DE 10 A 20 SALARIOS MINIMOS
 8- MAIS DE 20 SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO",246,2,N,11.0,CLASSE DE RENDIMENTO MENSAL DA PESSOA NO ANO REFERENCIA,"  - MENOR DE 10 ANOS
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A 1 SALARIO MINIMO
 3- DE 1 A 2 SALARIOS MINIMOS
 4- DE 2 A 3 SALARIOS MINIMOS
 5- DE 3 A 5 SALARIOS MINIMOS
 6- DE 5 A 10 SALARIOS MINIMOS
 7- DE 10 A 20 SALARIOS MINIMOS
 8- MAIS DE 20 SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO","{1: 'ATE 1/2 SALARIO MINIMO', 2: 'DE 1/2 A 1 SALARIO MINIMO', 3: 'DE 1 A 2 SALARIOS MINIMOS', 4: 'DE 2 A 3 SALARIOS MINIMOS', 5: 'DE 3 A 5 SALARIOS MINIMOS', 6: 'DE 5 A 10 SALARIOS MINIMOS', 7: 'DE 10 A 20 SALARIOS MINIMOS', 8: 'MAIS DE 20 SALARIOS MINIMOS', 9: 'SEM RENDIMENTO', 10: 'SEM DECLARAÇÃO', '': 'MENOR DE 10 ANOS'}"
V2547,RENDIMENTO MENSAL FAMILIAR NA SEMANA DE REFERENCIA,248,9,N,,RENDIMENTO MENSAL FAMILIAR NA SEMANA DE REFERENCIA,,
V2548,"CLASSE DE RENDIMENTO MENSAL FAMILIAR NA SEMANA DE REFERENCIA
  - MENOR DE 10 ANOS
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A 1 SALARIO MINIMO
 3- DE 1 A 2 SALARIOS MINIMOS
 4- DE 2 A 3 SALARIOS MINIMOS
 5- DE 3 A 5 SALARIOS MINIMOS
 6- DE 5 A 10 SALARIOS MINIMOS
 7- DE 10 A 20 SALARIOS MINIMOS
 8- MAIS DE 20 SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO",257,2,N,11.0,CLASSE DE RENDIMENTO MENSAL FAMILIAR NA SEMANA DE REFERENCIA,"  - MENOR DE 10 ANOS
 1- ATE 1/2 SALARIO MINIMO
 2- DE 1/2 A 1 SALARIO MINIMO
 3- DE 1 A 2 SALARIOS MINIMOS
 4- DE 2 A 3 SALARIOS MINIMOS
 5- DE 3 A 5 SALARIOS MINIMOS
 6- DE 5 A 10 SALARIOS MINIMOS
 7- DE 10 A 20 SALARIOS MINIMOS
 8- MAIS DE 20 SALARIOS MINIMOS
 9- SEM RENDIMENTO
10- SEM DECLARAÇÃO","{1: 'ATE 1/2 SALARIO MINIMO', 2: 'DE 1/2 A 1 SALARIO MINIMO', 3: 'DE 1 A 2 SALARIOS MINIMOS', 4: 'DE 2 A 3 SALARIOS MINIMOS', 5: 'DE 3 A 5 SALARIOS MINIMOS', 6: 'DE 5 A 10 SALARIOS MINIMOS', 7: 'DE 10 A 20 SALARIOS MINIMOS', 8: 'MAIS DE 20 SALARIOS MINIMOS', 9: 'SEM RENDIMENTO', 10: 'SEM DECLARAÇÃO', '': 'MENOR DE 10 ANOS'}"
V2551,"MULHERES QUE TIVERAM FILHOS
 - HOMEM E MULHER MENORES DE 15 ANOS
0- NÃO TIVERAM
1- TIVERAM
9- SEM DECLARAÇÃO",259,1,N,4.0,MULHERES QUE TIVERAM FILHOS," - HOMEM E MULHER MENORES DE 15 ANOS
0- NÃO TIVERAM
1- TIVERAM
9- SEM DECLARAÇÃO","{0: 'NÃO TIVERAM', 1: 'TIVERAM', 9: 'SEM DECLARAÇÃO', '': 'HOMEM E MULHER MENORES DE 15 ANOS'}"
V2552,"MULHERES QUE TIVERAM FILHOS NASCIDOS VIVOS
 - HOMEM E MULHER MENORES DE 15 ANOS
0- NÃO TIVERAM
1- TIVERAM
9- SEM DECLARAÇÃO",260,1,N,4.0,MULHERES QUE TIVERAM FILHOS NASCIDOS VIVOS," - HOMEM E MULHER MENORES DE 15 ANOS
0- NÃO TIVERAM
1- TIVERAM
9- SEM DECLARAÇÃO","{0: 'NÃO TIVERAM', 1: 'TIVERAM', 9: 'SEM DECLARAÇÃO', '': 'HOMEM E MULHER MENORES DE 15 ANOS'}"
V2554,NUMERO DE MORADORES DO DOMICILIO,261,2,N,,NUMERO DE MORADORES DO DOMICILIO,,
V2560,"NUMERO DE COMPONENTES NA FAMILIA COM PENSIONISTA OU EMPREGADO
 - NÃO APLICAVEL
1- 1 PESSOA
2- 2 PESSOAS
3- 3 PESSOAS
4- 4 PESSOAS
5- 5 PESSOAS
6- 6 PESSOAS
7- 7 PESSOAS
8- 8 PESSOAS OU MAIS",263,1,N,9.0,NUMERO DE COMPONENTES NA FAMILIA COM PENSIONISTA OU EMPREGADO," - NÃO APLICAVEL
1- 1 PESSOA
2- 2 PESSOAS
3- 3 PESSOAS
4- 4 PESSOAS
5- 5 PESSOAS
6- 6 PESSOAS
7- 7 PESSOAS
8- 8 PESSOAS OU MAIS","{1: '1 PESSOA', 2: '2 PESSOAS', 3: '3 PESSOAS', 4: '4 PESSOAS', 5: '5 PESSOAS', 6: '6 PESSOAS', 7: '7 PESSOAS', 8: '8 PESSOAS OU MAIS', '': 'NÃO APLICAVEL'}"
V2561,"NUMERO DE COMPONENTES NA FAMILIA SEM PENSIONISTA OU EMPREGADO
 - NÃO APLICAVEL
1- 1 PESSOA
2- 2 PESSOAS
3- 3 PESSOAS
4- 4 PESSOAS
5- 5 PESSOAS
6- 6 PESSOAS
7- 7 PESSOAS
8- 8 PESSOAS OU MAIS",264,1,N,9.0,NUMERO DE COMPONENTES NA FAMILIA SEM PENSIONISTA OU EMPREGADO," - NÃO APLICAVEL
1- 1 PESSOA
2- 2 PESSOAS
3- 3 PESSOAS
4- 4 PESSOAS
5- 5 PESSOAS
6- 6 PESSOAS
7- 7 PESSOAS
8- 8 PESSOAS OU MAIS","{1: '1 PESSOA', 2: '2 PESSOAS', 3: '3 PESSOAS', 4: '4 PESSOAS', 5: '5 PESSOAS', 6: '6 PESSOAS', 7: '7 PESSOAS', 8: '8 PESSOAS OU MAIS', '': 'NÃO APLICAVEL'}"
