VARI,NOME,DESDE,TAM,F,CATEG,quesito,categorias,categorias_dict
V68,"ONDE EXERCEU NA SEMANA DE REFERENCIA ATIVIDADE DO ESTABELECIMENTO OU NEGOCIO
VER VARIÁVEIS AUXILIARES",107,3,N,131.0,ONDE EXERCEU NA SEMANA DE REFERENCIA ATIVIDADE DO ESTABELECIMENTO OU NEGOCIO,VER VARIÁVEIS AUXILIARES,"{'11': 'AGRICULTURA E SILVICULTURA', '12': 'CRIAÇÃO DE ANIMAIS', '21': 'COLETA DE PRODUTOS VEGETAIS NÃO CULTIVADOS', '22': 'EXTRAÇÃO DE MADEIRA', '35': 'PESCA', '36': 'AQUICULTURA', '51': 'EXTRAÇÃO DE MINERAIS METALICOS', '52': 'EXTRAÇÃO DE MINERAIS NÃO METALICOS', '53': 'EXTRAÇÃO DE COMBUSTIVEIS MINERAIS', '54': 'EXTRAÇÃO DE MINERAIS RADIOATIVOS', '100': 'PRODUTOS MINERAIS NÃO METALICOS', '110': 'METALURGICA', '120': 'MECANICA', '130': 'MATERIAL ELETRICO E DE COMUNICAÇÕES', '140': 'MATERIAL DE TRANSPORTE', '150': 'MADEIRA', '160': 'MOBILIARIO', '170': 'PAPEL E PAPELÃO', '180': 'BORRACHA', '190': 'COUROS, PELES E PRODUTOS SIMILARES', '200': 'QUIMICA', '210': 'PRODUTOS FARMACEUTICOS E VETERINARIOS', '220': 'PERFUMARIA, SABÕES E VELAS', '230': 'PRODUTOS DE MATERIAS PLASTICAS', '240': 'TEXTIL', '250': 'VESTUARIO, CALÇADOS E ARTEFATOS DE TECIDOS', '260': 'PRODUTOS ALIMENTARES', '270': 'BEBIDAS E ALCOOL ETILICO', '280': 'FUMO', '290': 'EDITORIAL E GRAFICA', '300': 'DIVERSAS', '340': 'CONSTRUÇÃO CIVIL', '351': 'PRODUÇÃO E DISTRIBUIÇÃO DE ENERGIA ELETRICA', '352': 'PRODUÇÃO E DISTRIBUIÇÃO DE GAS ENCANADO', '353': ""ABASTECIMENTO D'AGUA E SERVIÇOS DE ESGOTO"", '354': 'LIMPEZA PUBLICA E REMOÇÃO DE LIXO', '420': 'PRODUTOS AGROPECUÁRIOS E DE EXTRAÇÃO VEGETAL, NÃO BENEFICIADOS', '421': 'FERRAGENS, PRODUTOS METALURGICOS, ARTIGOS SANITÁRIOS E MATERIAL DE CONSTRUÇÃO', '422': 'MAQUINAS, APARELHOS E MATERIAL ELETRICO, MAQUINA DE COSTURA E DE ESCREVER, APARELHOS ELETRODOMESTICOS, ARTIGOS DE ELETRICIDADE, INSTRUMENTOS MUSICAIS, DISCOS, FITAS', '423': 'VEICULOS E ACESSORIOS', '424': 'MOVEIS E ARTIGOS DE DECORAÇÃO E DE UTILIDADE DOMESTICA INCLUSIVE TAPEÇARIA, COLCHOARIA, LOUÇAS, ESPELHOS, QUADROS E OBJETOS DE ARTE', '425': 'PAPEL, IMPRESSOS E ARTIGOS DE ESCRITORIO – LIVRARIAS, PAPELARIAS E BANCAS DE JORNAIS', '426': 'PRODUTOS QUIMICOS E FARMACEUTICOS – INCLUSIVE ARTIGOS DE PERFUMARIA', '427': 'COMBUSTIVEIS E LUBRIFICANTES – POSTOS DE GASOLINA, DISTRIBUIÇÃO DE GÁS ENGARRAFADO, LENHA, CARVÃO E OUTROS COMBUSTÍVEIS E LUBRIFICANTES', '428': 'TECIDOS E ARTEFATOS DE TECIDOS, ARTIGOS DO VESTUÁRIO, DE ARMARINHO E DE CAMA, MESA E BANHO', '429': 'PRODUTOS ALIMENTICIOS, BEBIDAS, FUMO E ESTIMULANTES – MERCEARIAS, EMPÓRIOS, QUITANDAS, LATICINIOS, AÇOUGUES, PEXARIAS, TABACARIAS E CHARUTARIAS (EXCLUSIVE PADARIAS E CONFEITARIAS)', '430': 'MERCADORIAS EM GERAL – EXCLUSIVE PRODUTOS ALIMENTICIOS (LOJAS DE DEPARTAMENTOS)', '431': 'MERCADORIAS EM GERAL – INCLUSIVE PRODUTOS ALIMENTICIOS (SUPERMERCADO)', '432': 'COMERCIO AMBULANTE', '433': 'FEIRAS', '434': 'OUTROS OU DIVERSOS', '451': 'CREDITO E INVESTIMENTO', '452': 'FINANCIAMENTO E BANCOS DE DESENVOLVIMENTO', '453': 'SEGUROS E RESSEGUROS', '454': 'CAPITALIZAÇÃO', '461': 'ADMINISTRAÇÃO E LOCAÇÃO DE IMOVEIS', '462': 'COMPRA E VENDA DE IMOVEIS', '463': 'INCORPORAÇÃO DE IMOVEIS', '464': 'BOLSAS DE VALORES E COMERCIO DE TITULOS E VALORES MOBILIARIOS', '465': 'CONCESSIONARIOS DE LOTERIAS – EXCLUSIVE AGENCIAS LOTÉRICAS', '466': 'ORGANIZAÇÕES DE CARTÃO DE CREDITO, SORTEIOS, CONSORCIOS, CLUBE DE MERCADORIAS E SIMILARES', '471': 'TRANSPORTE RODOVIARIO', '472': 'TRANSPORTE FERROVIARIO', '473': 'TRANSPORTE POR VEICULO À TRAÇÃO ANIMAL', '475': 'TRANSPORTE MARITIMO, FLUVIAL E LACUSTRE', '476': 'TRANSPORTE AEREO', '479': 'OUTROS TRANSPORTES', '481': 'CORREIOS E TELEGRAFOS', '483': 'COMUNICAÇÕES TELEFONICAS', '511': 'ALOJAMENTO', '512': 'ALIMENTAÇÃO', '521': 'MAQUINAS E APARELHOS, ELETRICO OU NÃO, DE USO PESSOAL OU DOMÉSTICO', '522': 'VEICULOS', '523': 'ARTIGOS DE MADEIRA E DO MOBILIARIO', '527': 'INSTALAÇÕES ELETRICAS, HIDRAULICAS E DE GAS', '528': 'ARTIGOS DIVERSOS', '531': 'HIGIENE E EMBELEZAMENTO PESSOAL', '532': 'CONFECÇÃO SOB MEDIDA E REPARAÇÃO DE ARTIGOS DO VESTUARIO', '539': 'OUTROS SERVIÇOS PESSOAIS', '541': 'TINTURARIAS E LAVANDERIAS', '542': 'SERVIÇOS DE LIMPEZA E CONSERVAÇÃO DE CASAS, ESCRITORIOS E EDIFICIOS', '546': 'SERVIÇOS DE VIGILANCIA OU GUARDA', '547': 'SERVIÇOS DOMESTICOS REMUNERADOS', '549': 'OUTROS SERVIÇOS DOMICILIARES', '551': 'DIVERSÕES E PROMOÇÕES DE ESPETACULOS', '552': 'RADIODIFUSÃO E TELEVISÃO', '571': 'JURIDICOS, DE DESPACHANTES E PROCURADOR', '572': 'CONTABILIDADE E AUDITORIA', '573': 'ASSESSORIA, CONSULTORIA, PESQUISA, ANALISE E PROCESSAMENTO DE DADOS', '574': 'ENGENHARIA, GEOLOGIA, GEODESIA, CARTOGRAFIA, AEROFOTOGRAMETRIA, TOPOGRAFIA, ARQUITETURA, URBANISMO E PAISAGISMO', '575': 'PUBLICIDADE, PROPAGANDA, ORGANIZAÇÃO E PROMOÇÃO DE CONGRESSOS, EXPOSIÇÕES E FEIRAS', '576': 'PRODUÇÃO E REPRODUÇÃO DE DOCUMENTOS', '577': 'PINTURA, DESENHO, ESCULTURA E DECORAÇÃO', '578': 'INVESTIGAÇÃO PARTICULAR', '579': 'OUTROS SERVIÇOS TECNICOS, PROFISSIONAIS NÃO ESPECIFICADOS', '581': 'SERVIÇOS AUXILIARES DA AGRICULTURA E CRIAÇÃO DE ANIMAIS', '582': 'SERVIÇOS AUXILIARES DO TRANSPORTE', '583': 'SERVIÇOS AUXILIARES DO COMERCIO E DA INDUSTRIA', '584': 'SERVIÇOS AUXILIARES DE ATIVIDADE DE SEGUROS, FINANÇAS E VALORES', '589': 'SERVIÇOS AUXILIARES DE ATIVIDADES ECONOMICAS EM GERAL', '611': 'ASSISTENCIA SOCIAL E ASSOCIAÇÕES BENEFICENTES', '612': 'PREVIDENCIA SOCIAL', '613': 'ENTIDADES DE CLASSES E SINDICAIS', '614': 'INSTITUIÇÕES CIENTÍFICAS E TECNOLOGICAS', '615': 'INSTITUIÇÕES FILOSOFICAS E CULTURAIS', '616': 'INSTITUIÇÕES RELIGIOSAS', '617': 'ENTIDADES DESPORTIVAS E RECREATIVAS', '618': 'ORGANIZAÇÕES CIVICAS E POLITICAS', '619': 'OUTROS SERVIÇOS COMUNITÁRIOS E SOCIAIS', '621': 'SERVIÇOS MEDICOS', '622': 'SERVIÇOS ODONTOLOGICOS', '623': 'SERVIÇOS DE VETERINARIA', '631': 'ENSINO PUBLICO', '632': 'ENSINO PARTICULAR', '711': 'PODER LEGISLATIVO', '712': 'JUSTIÇA E ATIVIDADES AUXILIARES', '713': 'SERVIÇOS ADMINISTRATIVOS FEDERAIS', '714': 'SERVIÇOS ADMINISTRATIVOS ESTADUAIS', '715': 'SERVIÇOS ADMINISTRATIVOS MUNICIPAIS', '718': 'SERVIÇOS ADMINISTRATIVOS AUTARQUICOS', '721': 'EXERCITO', '722': 'MARINHA DE GUERRA', '723': 'AERONAUTICA', '724': 'POLICIA MILITAR', '725': 'POLICIA CIVIL', '726': 'CORPO DE BOMBEIROS', '729': 'OUTRAS ORGANIZAÇÕES GOVERNAMENTAIS DE SEGURANÇA', '811': 'REPRESENTAÇÕES ESTRANGEIRAS', '812': 'OUTRAS ATIVIDADES NÃO COMPREENDIDAS NAS DEMAIS CLASSES', '813': 'PROCURANDO TRABALHO PELA 1ª VEZ', '814': 'ATIVIDADES MAL DEFINIDAS OU NÃO DECLARADAS'}"
V69,"POSIÇÃO NA OCUPAÇÃO
 - NÃO APLICAVEL
0- SEM DECLARAÇÃO
1- EMPREGADO
2- PARCEIRO EMPREGADO
3- PARCEIRO CONTA PROPRIA
4- PARCEIRO EMPREGADOR
5- CONTA PROPRIA ESTABELECIDA
6- CONTA PROPRIA NÃO ESTABELECIDA
7- EMPREGADOR
8- NÃO REMUNERADO
9- SEM DECLARAÇÃO",110,1,N,10.0,POSIÇÃO NA OCUPAÇÃO," - NÃO APLICAVEL
0- SEM DECLARAÇÃO
1- EMPREGADO
2- PARCEIRO EMPREGADO
3- PARCEIRO CONTA PROPRIA
4- PARCEIRO EMPREGADOR
5- CONTA PROPRIA ESTABELECIDA
6- CONTA PROPRIA NÃO ESTABELECIDA
7- EMPREGADOR
8- NÃO REMUNERADO
9- SEM DECLARAÇÃO","{0: 'SEM DECLARAÇÃO', 1: 'EMPREGADO', 2: 'PARCEIRO EMPREGADO', 3: 'PARCEIRO CONTA PROPRIA', 4: 'PARCEIRO EMPREGADOR', 5: 'CONTA PROPRIA ESTABELECIDA', 6: 'CONTA PROPRIA NÃO ESTABELECIDA', 7: 'EMPREGADOR', 8: 'NÃO REMUNERADO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V70,"TEM OUTRO TRABALHO?
 - NÃO APLICAVEL
1- SIM
2- NÃO
3- SEM DECLARAÇÃO",111,1,N,4.0,TEM OUTRO TRABALHO?," - NÃO APLICAVEL
1- SIM
2- NÃO
3- SEM DECLARAÇÃO","{1: 'SIM', 2: 'NÃO', 3: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V71,"TRABALHO DECLARADO NA SEMANA DE REFERENCIA É O QUE EXERCEU DURANTE A MAIOR PARTE NOS ULTIMOS DOSE MESES?
 - NÃO APLICAVEL
1- SIM
2- NÃO",112,1,N,3.0,TRABALHO DECLARADO NA SEMANA DE REFERENCIA É O QUE EXERCEU DURANTE A MAIOR PARTE NOS ULTIMOS DOSE MESES?," - NÃO APLICAVEL
1- SIM
2- NÃO","{1: 'SIM', 2: 'NÃO', '': 'NÃO APLICAVEL'}"
V72,"OCUPAÇÃO EXERCIDA PELAS PESSOAS QUE NÃO TINHAM TRABALHO NA SEMANA DE REFERENCIA, MAS JÁ TRABALHARAM ANTES
VER VARIÁVEIS AUXILIARES",113,3,N,131.0,"OCUPAÇÃO EXERCIDA PELAS PESSOAS QUE NÃO TINHAM TRABALHO NA SEMANA DE REFERENCIA, MAS JÁ TRABALHARAM ANTES",VER VARIÁVEIS AUXILIARES,"{'11': 'AGRICULTURA E SILVICULTURA', '12': 'CRIAÇÃO DE ANIMAIS', '21': 'COLETA DE PRODUTOS VEGETAIS NÃO CULTIVADOS', '22': 'EXTRAÇÃO DE MADEIRA', '35': 'PESCA', '36': 'AQUICULTURA', '51': 'EXTRAÇÃO DE MINERAIS METALICOS', '52': 'EXTRAÇÃO DE MINERAIS NÃO METALICOS', '53': 'EXTRAÇÃO DE COMBUSTIVEIS MINERAIS', '54': 'EXTRAÇÃO DE MINERAIS RADIOATIVOS', '100': 'PRODUTOS MINERAIS NÃO METALICOS', '110': 'METALURGICA', '120': 'MECANICA', '130': 'MATERIAL ELETRICO E DE COMUNICAÇÕES', '140': 'MATERIAL DE TRANSPORTE', '150': 'MADEIRA', '160': 'MOBILIARIO', '170': 'PAPEL E PAPELÃO', '180': 'BORRACHA', '190': 'COUROS, PELES E PRODUTOS SIMILARES', '200': 'QUIMICA', '210': 'PRODUTOS FARMACEUTICOS E VETERINARIOS', '220': 'PERFUMARIA, SABÕES E VELAS', '230': 'PRODUTOS DE MATERIAS PLASTICAS', '240': 'TEXTIL', '250': 'VESTUARIO, CALÇADOS E ARTEFATOS DE TECIDOS', '260': 'PRODUTOS ALIMENTARES', '270': 'BEBIDAS E ALCOOL ETILICO', '280': 'FUMO', '290': 'EDITORIAL E GRAFICA', '300': 'DIVERSAS', '340': 'CONSTRUÇÃO CIVIL', '351': 'PRODUÇÃO E DISTRIBUIÇÃO DE ENERGIA ELETRICA', '352': 'PRODUÇÃO E DISTRIBUIÇÃO DE GAS ENCANADO', '353': ""ABASTECIMENTO D'AGUA E SERVIÇOS DE ESGOTO"", '354': 'LIMPEZA PUBLICA E REMOÇÃO DE LIXO', '420': 'PRODUTOS AGROPECUÁRIOS E DE EXTRAÇÃO VEGETAL, NÃO BENEFICIADOS', '421': 'FERRAGENS, PRODUTOS METALURGICOS, ARTIGOS SANITÁRIOS E MATERIAL DE CONSTRUÇÃO', '422': 'MAQUINAS, APARELHOS E MATERIAL ELETRICO, MAQUINA DE COSTURA E DE ESCREVER, APARELHOS ELETRODOMESTICOS, ARTIGOS DE ELETRICIDADE, INSTRUMENTOS MUSICAIS, DISCOS, FITAS', '423': 'VEICULOS E ACESSORIOS', '424': 'MOVEIS E ARTIGOS DE DECORAÇÃO E DE UTILIDADE DOMESTICA INCLUSIVE TAPEÇARIA, COLCHOARIA, LOUÇAS, ESPELHOS, QUADROS E OBJETOS DE ARTE', '425': 'PAPEL, IMPRESSOS E ARTIGOS DE ESCRITORIO – LIVRARIAS, PAPELARIAS E BANCAS DE JORNAIS', '426': 'PRODUTOS QUIMICOS E FARMACEUTICOS – INCLUSIVE ARTIGOS DE PERFUMARIA', '427': 'COMBUSTIVEIS E LUBRIFICANTES – POSTOS DE GASOLINA, DISTRIBUIÇÃO DE GÁS ENGARRAFADO, LENHA, CARVÃO E OUTROS COMBUSTÍVEIS E LUBRIFICANTES', '428': 'TECIDOS E ARTEFATOS DE TECIDOS, ARTIGOS DO VESTUÁRIO, DE ARMARINHO E DE CAMA, MESA E BANHO', '429': 'PRODUTOS ALIMENTICIOS, BEBIDAS, FUMO E ESTIMULANTES – MERCEARIAS, EMPÓRIOS, QUITANDAS, LATICINIOS, AÇOUGUES, PEXARIAS, TABACARIAS E CHARUTARIAS (EXCLUSIVE PADARIAS E CONFEITARIAS)', '430': 'MERCADORIAS EM GERAL – EXCLUSIVE PRODUTOS ALIMENTICIOS (LOJAS DE DEPARTAMENTOS)', '431': 'MERCADORIAS EM GERAL – INCLUSIVE PRODUTOS ALIMENTICIOS (SUPERMERCADO)', '432': 'COMERCIO AMBULANTE', '433': 'FEIRAS', '434': 'OUTROS OU DIVERSOS', '451': 'CREDITO E INVESTIMENTO', '452': 'FINANCIAMENTO E BANCOS DE DESENVOLVIMENTO', '453': 'SEGUROS E RESSEGUROS', '454': 'CAPITALIZAÇÃO', '461': 'ADMINISTRAÇÃO E LOCAÇÃO DE IMOVEIS', '462': 'COMPRA E VENDA DE IMOVEIS', '463': 'INCORPORAÇÃO DE IMOVEIS', '464': 'BOLSAS DE VALORES E COMERCIO DE TITULOS E VALORES MOBILIARIOS', '465': 'CONCESSIONARIOS DE LOTERIAS – EXCLUSIVE AGENCIAS LOTÉRICAS', '466': 'ORGANIZAÇÕES DE CARTÃO DE CREDITO, SORTEIOS, CONSORCIOS, CLUBE DE MERCADORIAS E SIMILARES', '471': 'TRANSPORTE RODOVIARIO', '472': 'TRANSPORTE FERROVIARIO', '473': 'TRANSPORTE POR VEICULO À TRAÇÃO ANIMAL', '475': 'TRANSPORTE MARITIMO, FLUVIAL E LACUSTRE', '476': 'TRANSPORTE AEREO', '479': 'OUTROS TRANSPORTES', '481': 'CORREIOS E TELEGRAFOS', '483': 'COMUNICAÇÕES TELEFONICAS', '511': 'ALOJAMENTO', '512': 'ALIMENTAÇÃO', '521': 'MAQUINAS E APARELHOS, ELETRICO OU NÃO, DE USO PESSOAL OU DOMÉSTICO', '522': 'VEICULOS', '523': 'ARTIGOS DE MADEIRA E DO MOBILIARIO', '527': 'INSTALAÇÕES ELETRICAS, HIDRAULICAS E DE GAS', '528': 'ARTIGOS DIVERSOS', '531': 'HIGIENE E EMBELEZAMENTO PESSOAL', '532': 'CONFECÇÃO SOB MEDIDA E REPARAÇÃO DE ARTIGOS DO VESTUARIO', '539': 'OUTROS SERVIÇOS PESSOAIS', '541': 'TINTURARIAS E LAVANDERIAS', '542': 'SERVIÇOS DE LIMPEZA E CONSERVAÇÃO DE CASAS, ESCRITORIOS E EDIFICIOS', '546': 'SERVIÇOS DE VIGILANCIA OU GUARDA', '547': 'SERVIÇOS DOMESTICOS REMUNERADOS', '549': 'OUTROS SERVIÇOS DOMICILIARES', '551': 'DIVERSÕES E PROMOÇÕES DE ESPETACULOS', '552': 'RADIODIFUSÃO E TELEVISÃO', '571': 'JURIDICOS, DE DESPACHANTES E PROCURADOR', '572': 'CONTABILIDADE E AUDITORIA', '573': 'ASSESSORIA, CONSULTORIA, PESQUISA, ANALISE E PROCESSAMENTO DE DADOS', '574': 'ENGENHARIA, GEOLOGIA, GEODESIA, CARTOGRAFIA, AEROFOTOGRAMETRIA, TOPOGRAFIA, ARQUITETURA, URBANISMO E PAISAGISMO', '575': 'PUBLICIDADE, PROPAGANDA, ORGANIZAÇÃO E PROMOÇÃO DE CONGRESSOS, EXPOSIÇÕES E FEIRAS', '576': 'PRODUÇÃO E REPRODUÇÃO DE DOCUMENTOS', '577': 'PINTURA, DESENHO, ESCULTURA E DECORAÇÃO', '578': 'INVESTIGAÇÃO PARTICULAR', '579': 'OUTROS SERVIÇOS TECNICOS, PROFISSIONAIS NÃO ESPECIFICADOS', '581': 'SERVIÇOS AUXILIARES DA AGRICULTURA E CRIAÇÃO DE ANIMAIS', '582': 'SERVIÇOS AUXILIARES DO TRANSPORTE', '583': 'SERVIÇOS AUXILIARES DO COMERCIO E DA INDUSTRIA', '584': 'SERVIÇOS AUXILIARES DE ATIVIDADE DE SEGUROS, FINANÇAS E VALORES', '589': 'SERVIÇOS AUXILIARES DE ATIVIDADES ECONOMICAS EM GERAL', '611': 'ASSISTENCIA SOCIAL E ASSOCIAÇÕES BENEFICENTES', '612': 'PREVIDENCIA SOCIAL', '613': 'ENTIDADES DE CLASSES E SINDICAIS', '614': 'INSTITUIÇÕES CIENTÍFICAS E TECNOLOGICAS', '615': 'INSTITUIÇÕES FILOSOFICAS E CULTURAIS', '616': 'INSTITUIÇÕES RELIGIOSAS', '617': 'ENTIDADES DESPORTIVAS E RECREATIVAS', '618': 'ORGANIZAÇÕES CIVICAS E POLITICAS', '619': 'OUTROS SERVIÇOS COMUNITÁRIOS E SOCIAIS', '621': 'SERVIÇOS MEDICOS', '622': 'SERVIÇOS ODONTOLOGICOS', '623': 'SERVIÇOS DE VETERINARIA', '631': 'ENSINO PUBLICO', '632': 'ENSINO PARTICULAR', '711': 'PODER LEGISLATIVO', '712': 'JUSTIÇA E ATIVIDADES AUXILIARES', '713': 'SERVIÇOS ADMINISTRATIVOS FEDERAIS', '714': 'SERVIÇOS ADMINISTRATIVOS ESTADUAIS', '715': 'SERVIÇOS ADMINISTRATIVOS MUNICIPAIS', '718': 'SERVIÇOS ADMINISTRATIVOS AUTARQUICOS', '721': 'EXERCITO', '722': 'MARINHA DE GUERRA', '723': 'AERONAUTICA', '724': 'POLICIA MILITAR', '725': 'POLICIA CIVIL', '726': 'CORPO DE BOMBEIROS', '729': 'OUTRAS ORGANIZAÇÕES GOVERNAMENTAIS DE SEGURANÇA', '811': 'REPRESENTAÇÕES ESTRANGEIRAS', '812': 'OUTRAS ATIVIDADES NÃO COMPREENDIDAS NAS DEMAIS CLASSES', '813': 'PROCURANDO TRABALHO PELA 1ª VEZ', '814': 'ATIVIDADES MAL DEFINIDAS OU NÃO DECLARADAS'}"
V73,"ONDE EXERCEU A ATIVIDADE DO ESTABELECIMENTO OU NEGOCIO PARA PESSOAS QUE NÃO TINHAM TRABALHO NA SEMANA DE REFERENCIA, MAS JÁ TRABALHARAM ANTES",116,3,N,,"ONDE EXERCEU A ATIVIDADE DO ESTABELECIMENTO OU NEGOCIO PARA PESSOAS QUE NÃO TINHAM TRABALHO NA SEMANA DE REFERENCIA, MAS JÁ TRABALHARAM ANTES",,
V74,"POSIÇÃO NA OCUPAÇÃO PARA PESSOAS QUE NÃO TINHAM TRABALHO NA SEMANA DE REFERENCIA, MAS JA TRABALHARAM ANTES
 - NÃO APLICAVEL
1- EMPREGADO OU PARCEIRO EMPREGADO
2- CONTA PROPRIA
3- EMPREGADO OU PARCEIRO EMPREGADOR
4- NÃO REMUNERADO
9- SEM DECLARAÇÃO",119,1,N,6.0,"POSIÇÃO NA OCUPAÇÃO PARA PESSOAS QUE NÃO TINHAM TRABALHO NA SEMANA DE REFERENCIA, MAS JA TRABALHARAM ANTES"," - NÃO APLICAVEL
1- EMPREGADO OU PARCEIRO EMPREGADO
2- CONTA PROPRIA
3- EMPREGADO OU PARCEIRO EMPREGADOR
4- NÃO REMUNERADO
9- SEM DECLARAÇÃO","{1: 'EMPREGADO OU PARCEIRO EMPREGADO', 2: 'CONTA PROPRIA', 3: 'EMPREGADO OU PARCEIRO EMPREGADOR', 4: 'NÃO REMUNERADO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V75,RENDIMENTO FIXO EM DINHEIRO,120,6,N,,RENDIMENTO FIXO EM DINHEIRO,,
V76,"VALOR DO RENDIMENTO MENSAL EM DINHEIRO, PARTE VARIAVEL NOS OUTROS TRABALHOS QUE EXERCEU NA SEMANA",126,6,N,,"VALOR DO RENDIMENTO MENSAL EM DINHEIRO, PARTE VARIAVEL NOS OUTROS TRABALHOS QUE EXERCEU NA SEMANA",,
V77,RENDIMENTO DE PRODUTOS OU MERCADORIAS,132,6,N,,RENDIMENTO DE PRODUTOS OU MERCADORIAS,,
V78,"RENDIMENTO EM BENEFICIOS
 - NÃO APLICAVEL
1- TEM
2- NÃO TEM
9- SEM DECLARAÇÃO",138,1,N,4.0,RENDIMENTO EM BENEFICIOS," - NÃO APLICAVEL
1- TEM
2- NÃO TEM
9- SEM DECLARAÇÃO","{1: 'TEM', 2: 'NÃO TEM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V79,"RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS DE MORADIA
 - NÃO APLICAVEL
1- TEM
2- NÃO TEM
9- SEM DECLARAÇÃO",139,1,N,4.0,RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS DE MORADIA," - NÃO APLICAVEL
1- TEM
2- NÃO TEM
9- SEM DECLARAÇÃO","{1: 'TEM', 2: 'NÃO TEM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V80,"RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS COM REFEIÇÕES
 - NÃO APLICAVEL
1- TEM
2- NÃO TEM
9- SEM DECLARAÇÃO",140,1,N,4.0,RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS COM REFEIÇÕES," - NÃO APLICAVEL
1- TEM
2- NÃO TEM
9- SEM DECLARAÇÃO","{1: 'TEM', 2: 'NÃO TEM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V81,"RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS COM TRANSPORTES
 - NÃO APLICAVEL
1- TEM
2- NÃO TEM
9- SEM DECLARAÇÃO",141,1,N,4.0,RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS COM TRANSPORTES," - NÃO APLICAVEL
1- TEM
2- NÃO TEM
9- SEM DECLARAÇÃO","{1: 'TEM', 2: 'NÃO TEM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V82,"RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS DE ROUPAS, ETC.
 - NÃO APLICAVEL
1- TEM
2- NÃO TEM
9- SEM DECLARAÇÃO",142,1,N,4.0,"RENDIMENTO MENSAL DO TRABALHO COM BENEFICIOS DE ROUPAS, ETC."," - NÃO APLICAVEL
1- TEM
2- NÃO TEM
9- SEM DECLARAÇÃO","{1: 'TEM', 2: 'NÃO TEM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V83,"OUTRAS RENDAS COM BENEFICIOS
 - NÃO APLICAVEL
1- TEM
2- NÃO TEM
9- SEM DECLARAÇÃO",143,1,N,4.0,OUTRAS RENDAS COM BENEFICIOS," - NÃO APLICAVEL
1- TEM
2- NÃO TEM
9- SEM DECLARAÇÃO","{1: 'TEM', 2: 'NÃO TEM', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V85,OUTRA RENDA EM DINHEIRO DE PARTE FIXA,144,6,N,,OUTRA RENDA EM DINHEIRO DE PARTE FIXA,,
V86,OUTRA RENDA EM DINHEIRO DE PARTE VARIAVEL,150,6,N,,OUTRA RENDA EM DINHEIRO DE PARTE VARIAVEL,,
V87,VALOR DO RENDIMENTO MENSAL COM PRODUTOS OU MERCADORIAS NOS OUTROS TRABALHOS QUE EXERCEU NA SEMANA,156,6,N,,VALOR DO RENDIMENTO MENSAL COM PRODUTOS OU MERCADORIAS NOS OUTROS TRABALHOS QUE EXERCEU NA SEMANA,,
V88,"RENDIMENTO MENDAL NOS OUTROS TRABALHOS QUE EXERCEU NA SEMANA EM BENEFICIOS
 - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO",162,1,N,4.0,RENDIMENTO MENDAL NOS OUTROS TRABALHOS QUE EXERCEU NA SEMANA EM BENEFICIOS," - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO","{1: 'SIM', 2: 'NÃO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V89,"TEM OUTRAS RECEITAS NO MÊS DE REFERENCIA ALEM DAS DECLARADAS?
 - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO",163,1,N,4.0,TEM OUTRAS RECEITAS NO MÊS DE REFERENCIA ALEM DAS DECLARADAS?," - NÃO APLICAVEL
1- SIM
2- NÃO
9- SEM DECLARAÇÃO","{1: 'SIM', 2: 'NÃO', 9: 'SEM DECLARAÇÃO', '': 'NÃO APLICAVEL'}"
V90,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM APOSENTADORIA,164,6,N,,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM APOSENTADORIA,,
V91,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM PENSÃO,170,6,N,,OUTRAS RECEITAS DO MÊS DE REFERENCIA ALEM DAS DECLARADAS COM PENSÃO,,
