VARI,NOME,DESDE,TAM,CODI,S,F,C,CATEG,RENO,TE,categorias_dict,quesito
V524,PORQUE SAIU ULT.EMPREG,136,1,,,N,,4,,,"{'1': 'PEDIU P/SAIR', '3': 'FOI DESPEDIDO', '9': 'SEM DECLARAÇÃO'}",PORQUE SAIU ULT.EMPREG
V525,ULT.EMPR.CART.ASSINADA,137,1,,,N,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'SEM DECLARAÇÃO'}",ULT.EMPR.CART.ASSINADA
V526,ULT.EMP.RECEB.FGTS,138,1,,,N,,4,,,"{'1': 'SIM', '3': 'NÃO', '9': 'SEM DECLARAÇÃO'}",ULT.EMP.RECEB.FGTS
V527,RECEBE OUTRAS RENDAS,139,1,,,N,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'SEM DECLARAÇÃO'}",RECEBE OUTRAS RENDAS
V5280,RECEBE APOSENTADORIA,140,1,,,N,,2,,,{'1': 'SIM'},RECEBE APOSENTADORIA
V578,VALOR APOSENTADORIA,141,9,,,N,,,,,{},VALOR APOSENTADORIA
V588,FAIXA APOSENTADORIA,150,1,,,N,,10,,,"{'1': '1 A 499', '2': '500 A 999', '3': '1000 A 4999', '4': '5000 A 9999', '5': '10000 A 49999', '6': '50000 A 99999', '7': '100000 A 299999', '8': '300000 OU MAIS', '9': '999999999'}",FAIXA APOSENTADORIA
V5281,RECEBE PENSÃO,151,1,,,N,,2,,,{'2': 'SIM'},RECEBE PENSÃO
V579,VALOR PENSÃO,152,9,,,N,,,,,{},VALOR PENSÃO
V589,FAIXA PENSÃO,161,1,,,N,,10,588,,"{'1': '1 A 499', '2': '500 A 999', '3': '1000 A 4999', '4': '5000 A 9999', '5': '10000 A 49999', '6': '50000 A 99999', '7': '100000 A 299999', '8': '300000 OU MAIS', '9': '999999999'}",FAIXA PENSÃO
V5282,RECEBE ABONO PERMANÊNCIA,162,1,,,N,,2,,,{'3': 'SIM'},RECEBE ABONO PERMANÊNCIA
V580,VALOR ABONO PERMANÊNCIA,163,9,,,N,,,,,{},VALOR ABONO PERMANÊNCIA
V590,FAIXA ABONO PERMANÊNCIA,172,1,,,N,,10,588,,"{'1': '1 A 499', '2': '500 A 999', '3': '1000 A 4999', '4': '5000 A 9999', '5': '10000 A 49999', '6': '50000 A 99999', '7': '100000 A 299999', '8': '300000 OU MAIS', '9': '999999999'}",FAIXA ABONO PERMANÊNCIA
V5283,RECEBE ALUGUEL,173,1,,,N,,2,,,{'4': 'SIM'},RECEBE ALUGUEL
V581,VALOR ALUGUEL,174,9,,,N,,,,,{},VALOR ALUGUEL
V591,FAIXA ALUGUEL,183,1,,,N,,10,588,,"{'1': '1 A 499', '2': '500 A 999', '3': '1000 A 4999', '4': '5000 A 9999', '5': '10000 A 49999', '6': '50000 A 99999', '7': '100000 A 299999', '8': '300000 OU MAIS', '9': '999999999'}",FAIXA ALUGUEL
V5284,RECEBE OUTRAS,184,1,,,N,,2,,,{'5': 'SIM'},RECEBE OUTRAS
V582,VALOR OUTRAS,185,9,,,N,,,,,{},VALOR OUTRAS
V592,FAIXA OUTRAS,194,1,,,N,,10,588,,"{'0': 'SEM ADVERT.', '1': 'COM ADVERT.'}",FAIXA OUTRAS
V806,GRUPOS DE IDADE - 1.1,195,2,,,N,,17,,,"{'1': '0 A 4 ANOS', '2': '5 A 9 ANOS', '3': '10 A 14 ANOS', '4': '15 A 17 ANOS', '5': '18 A 19 ANOS', '6': '20 A 24 ANOS', '7': '25 A 29 ANOS', '8': '30 A 34 ANOS', '9': '35 A 39 ANOS', '10': '40 A 44 ANOS', '11': '45 A 49 ANOS', '12': '50 A 54 ANOS', '13': '55 A 59 ANOS', '14': '60 A 64 ANOS', '15': '65 A 69 ANOS', '16': '70 ANOS OU MAIS', '17': 'IDADE IGNORADA'}",GRUPOS DE IDADE - 1.1
V807,GRUPOS DE IDADE - 2.1,197,2,,,N,,11,,,"{'1': '5 A 6 ANOS', '2': '7 A 9 ANOS', '3': '10 A 14 ANOS', '4': '15 A 19 ANOS', '5': '20 A 24 ANOS', '6': '25 A 29 ANOS', '7': '30 A 39 ANOS', '8': '40 A 49 ANOS', '9': '50 A 59 ANOS', '10': '60 ANOS OU MAIS', '11': 'IDADE IGNORADA'}",GRUPOS DE IDADE - 2.1
V808,GRUPOS DE IDADE - 3.1,199,2,,,N,,11,,,"{'1': '10 A 14 ANOS', '2': '15 A 17 ANOS', '3': '18 A 19 ANOS', '4': '20 A 24 ANOS', '5': '25 A 29 ANOS', '6': '30 A 39 ANOS', '7': '40 A 49 ANOS', '8': '50 A 59 ANOS', '9': '60 ANOS OU MAIS', '10': 'IDADE IGNORADA'}",GRUPOS DE IDADE - 3.1
V318,ANOS DE ESTUDO - 2.2,201,2,,,N,,13,,,"{'1': 'SEM INST/MENOS 1', '2': '1 ANO', '3': '2 ANOS', '4': '3 ANOS', '5': '4 ANOS', '6': '5 ANOS', '7': '6 ANOS', '8': '7 ANOS', '9': '8 ANOS', '10': '9 A 11 ANOS', '11': '12ANOS OU MAIS', '12': 'NÃO DETERMINADOS', '13': 'SEM DECLARAÇÃO'}",ANOS DE ESTUDO - 2.2
V319,GRAU E SÉRIE FREQUENTADA,203,2,,,N,,13,,,"{'1': 'PRÉ-ESCOLAR', '2': 'GRAU 1/SÉRIE 1', '3': 'GRAU 1/SÉRIE 2', '4': 'GRAU 1/SÉRIE 3', '5': 'GRAU 1/SÉRIE 4', '6': 'GRAU 1/SÉRIE 5', '7': 'GRAU 1/SÉRIE 6', '8': 'GRAU 1/SÉRIE 7', '9': 'GRAU 1/SÉRIE 8', '10': 'GRAU 1/SEM DECL', '11': 'SEGUNDO GRAU', '12': 'SUPERIOR'}",GRAU E SÉRIE FREQUENTADA
V600,REND.MENSAL OCUP. PRINC.,205,9,,,N,,,,,{},REND.MENSAL OCUP. PRINC.
V601,REND.MENSAL TODOS TRAB.,214,9,,,N,,,,,{},REND.MENSAL TODOS TRAB.
V602,REND.MENSAL TODAS FONTES,223,9,,,N,,,,,{},REND.MENSAL TODAS FONTES
V603,CLASSES DE REND.TODA FON,232,1,,,N,,10,,,"{'2': 'MAIS DE 1/2 A 1', '3': 'MAIS DE 1 A 2', '4': 'MAIS DE 2 A 3', '5': 'MAIS DE 3 A 5', '6': 'MAIS DE 5 A 10', '7': 'MAIS DE 10 A 20', '8': 'MAIS DE 20', '9': 'SEM RENDIMENTO'}",CLASSES DE REND.TODA FON
V604,CLASSES REND. TODA FONTE,233,1,,,N,,9,,,"{'2': 'MAIS DE 1/2 A 1', '3': 'MAIS DE 1 A 2', '4': 'MAIS DE 2 A 3', '5': 'MAIS DE 3 A 5', '6': 'MAIS DE 5 A 10', '7': 'MAIS DE 10', '8': 'SEM RENDIMENTO', '9': 'SEM DECLARAÇÃO'}",CLASSES REND. TODA FONTE
V605,CLASSES DE REND.TODO TRA,234,1,,,N,,9,604,,"{'2': 'MAIS DE 1/2 A 1', '3': 'MAIS DE 1 A 2', '4': 'MAIS DE 2 A 3', '5': 'MAIS DE 3 A 5', '6': 'MAIS DE 5 A 10', '7': 'MAIS DE 10', '8': 'SEM RENDIMENTO', '9': 'SEM DECLARAÇÃO'}",CLASSES DE REND.TODO TRA
V606,CLASSES REND. TRAB PRINC,235,1,,,N,,9,604,,"{'2': 'MAIS DE 1/2 A 1', '3': 'MAIS DE 1 A 2', '4': 'MAIS DE 2 A 3', '5': 'MAIS DE 3 A 5', '6': 'MAIS DE 5 A 10', '7': 'MAIS DE 10', '8': 'SEM RENDIMENTO', '9': 'SEM DECLARAÇÃO'}",CLASSES REND. TRAB PRINC
V607,CLASSES REND. FAMILIAR,236,1,,,N,,10,,,"{'2': 'MAIS DE 1/2 A 1', '3': 'MAIS DE 1 A 2', '4': 'MAIS DE 2 A 3', '5': 'MAIS DE 3 A 5', '6': 'MAIS DE 5 A 10', '7': 'MAIS DE 10 A 20', '8': 'MAIS DE 20', '9': 'SEM RENDIMENTO'}",CLASSES REND. FAMILIAR
V5080,GRUPOS DE HORAS,237,1,,,N,,4,,,"{'1': 'ATÉ 39 HORAS', '2': '40 A 48 HORAS', '3': '49 HORAS OU MAIS', '4': 'SEM DECLARAÇÃO'}",GRUPOS DE HORAS
V5040,RAMOS DE ATIVIDADE,238,2,,,N,,12,,,"{'1': 'AGRÍCOLA', '2': 'IND. TRANSFORMAÇÃO', '3': 'IND. CONSTRUÇÃO', '9': 'SOCIAL', '10': 'ADMIN. PÚBLICA', '11': 'OUTRA ATIVIDADE'}",RAMOS DE ATIVIDADE
V5100,HORAS EM TODOS OS TRABS.,240,3,,,N,,,,,{},HORAS EM TODOS OS TRABS.
V5101,GRUPO DE HORAS TODO TRAB,243,1,,,N,,4,5080,,"{'1': 'ATÉ 39 HORAS', '2': '40 A 48 HORAS', '3': '49 HORAS OU MAIS', '4': 'SEM DECLARAÇÃO'}",GRUPO DE HORAS TODO TRAB
V5050,POSIÇÃO NA OCUPAÇÃO,244,1,,,N,,5,,,"{'1': 'EMPREGADOS', '2': 'CONTA PRÓPRIA', '3': 'EMPREGADORES', '4': 'NÃO REMUNERADOS', '5': 'SEM DECLARAÇÃO'}",POSIÇÃO NA OCUPAÇÃO
V5030,GRUPOS DE OCUPAÇÃO,245,1,,,N,,10,,,"{'1': 'TÉCNICAS E AFINS', '2': 'ADMINISTRATIVAS', '3': 'AGROPECUÁRIA', '4': 'IND TRANSFORMAÇÃO', '5': 'COMÉRCIO', '7': 'PREST. SERVIÇOS', '8': 'OUTRAS OCUPAÇÕES', '9': 'IGNORADO'}",GRUPOS DE OCUPAÇÃO
V9329,NO. COMPONENTES FAMÍLIA,246,2,,,N,,,,,{},NO. COMPONENTES FAMÍLIA
V9330,NO. PESSOAS OCUP. FAMÍLIA,248,2,,,N,,,,,{},NO. PESSOAS OCUP. FAMÍLIA
V5010,RENDA MENSAL DA FAMÍLIA,250,9,,,N,,,,,{},RENDA MENSAL DA FAMÍLIA
V2301,UM OU MAIS TRABALHO,259,1,,,N,,,4,,"{'1': 'MAIS DE UM TRABALH', '3': 'ÚNICO TRABALHO', '9': 'IGNORADO'}",UM OU MAIS TRABALHO
V24,1 CONTRIB.INST.PREVIDÊNCI,260,1,,,N,,4,,,"{'1': 'CONTRIBUIA', '3': 'NÃO CONTRIBUIA'}",1 CONTRIB.INST.PREVIDÊNCI
V2402,CONTRIB.PREV.TRAB.PRINC.,261,1,,,N,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",CONTRIB.PREV.TRAB.PRINC.
V2403,QTOS.TRABALHOS TINHA,262,1,,,N,,6,,,"{'1': 'DOIS', '3': 'TRES', '5': 'QUATRO', '7': 'CINCO OU MAIS', '9': 'IGNORADO'}",QTOS.TRABALHOS TINHA
V2404,CONTRIB.PREV.TRAB.SECUND,263,1,,,N,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",CONTRIB.PREV.TRAB.SECUND
V2405,INST.PREV.TRAB.SECUND.,264,1,,,N,,5,,,"{'1': 'FEDERAL', '3': 'ESTADUAL', '5': 'MUNICIPAL', '9': 'IGNORADO'}",INST.PREV.TRAB.SECUND.
V2406,OCUPAÇÃO-TRAB.SECUNDÁRIO,265,3,,,N,,367,,,"{'1': 'AGRICULTOR', '2': 'CRIADOR BOVINO', '3': 'AVICULTOR', '4': 'CRIADOR DIVERSOS', '5': 'PROP.AGROP.S/ESP', '6': 'EMP.EXT.VEG.PESCA', '9': 'EMP. CONSTR. CIVIL', '10': 'COMERCIANTE', '11': 'HOTEL DON PENSÃO', '12': 'EMPRES TRANSPORTE', '13': 'OUTROS PROPRIET', '20': 'MINISTRO ETC', '21': 'DIRETOR ASSESSOR', '30': 'ADM. AGROPEC.', '31': 'ADM.EXT.VEG.PESCA', '32': 'ADM.EXT. MINERAL', '34': 'ADM.CONSTR.CIVIL', '35': 'ADM.COM.MERCADORIA', '36': 'ADM. HOTEIS', '37': 'ADM. TRANSPORTES', '38': 'ADM. FINANCEIRAS', '39': 'OUTROS ADMINISTR', '40': 'ENCARREGADO ADMI', '50': 'FISCAIS TRIBUTOS', '51': 'INSPET. TRABALHO', '53': 'CAIXAS', '54': 'ALMOXARIFES', '55': 'EXPEDIDORES', '56': 'DATILÓGRAFOS', '57': 'OP.TELEIMPRESSOR', '59': 'SECRETÁRIAS', '60': 'AUX.CONTABIL', '61': 'OP.COPIADORAS', '62': 'ARQUIVISTAS', '63': 'RECEPCIONISTAS', '64': 'AUX. ADMINISTRATIV', '65': 'AUX. ESCRITÓRIO', '101': 'ENGENHEIRO', '102': 'ARQUITETOS', '103': 'AGRIMENSORES', '104': 'CARTÓGRAFOS', '111': 'DESENHISTAS', '112': 'TEC. EDIFICAÇÃO', '113': 'OUTR. OCUP. ENG.', '121': 'QUIMICOS', '122': 'FARMACÊUTICOS', '123': 'FÍSICOS', '124': 'GEOLOGOS MINERAL.', '125': 'OUT.QUIMICA/FÍSICA', '131': 'TEC. QUÍMICOS', '132': 'PRÁTICO FARMÁCIA', '133': 'TEC.  METEOROLOGIA', '141': 'AGRONOMOS', '142': 'BIOLOGISTAS', '143': 'FARMACOLOGISTAS', '144': 'VETERINÁRIOS', '151': 'MÉDICOS', '152': 'DENTISTAS', '153': 'ENFERMEIROS DIP', '154': 'OUT. MEDICINA', '161': 'ACADEMICO HOSP', '162': 'ENFERM. NÃO DIP', '163': 'MASSAGISTAS', '164': 'ORTOPTISTAS/ÓTICA', '165': 'OP.EQ.MÉDICOS', '166': 'PARTEIRAS', '167': 'PROTETICOS', '168': 'TEC.ANAL.CLÍNICA', '171': 'MATEMÁTICOS', '172': 'ESTATÍSTICOS', '181': 'ECONOMISTAS', '182': 'CONTADORES', '183': 'TÉC. ADMINISTRAÇÃO', '191': 'TÉC. CONTABILIDADE', '192': 'TÉC. ESTATÍSTICA', '193': 'PROG. COMPUTADOR', '201': 'SOCIOLOGOS ETC', '202': 'PSICOLOGOS', '203': 'GEOGRAFOS', '204': 'ASSIST. SOCIAIS', '205': 'OUT. CIENT. SOC.', '211': 'PROF. PESQUISADOR', '212': 'PROF. SUPERIOR', '213': 'PROF. 2.GRAU', '214': 'PROF.5 A 8 SÉRIE', '215': 'PROF.1 A 4 SÉRIE', '216': 'PROF. 1. GRAU', '217': 'PROF. PRÉ.ESC.', '218': 'PROF. PROFISS.', '219': 'PROFESSOR', '221': 'ORIENT. ENSINO', '222': 'INSPETOR ALUNOS', '231': 'MAGISTRADOS', '232': 'PROCURADORES ETC', '233': 'ADVOGADOS ETC', '241': 'TABELIÃES', '242': 'ESCRIVÃES', '243': 'OFICIAIS JUSTIÇA', '244': 'OUT.AUX.JUSTIÇA', '251': 'RELIGIOSOS', '261': 'ESCRITOR JORNAL.', '271': 'ESCULTOR PINTOR', '272': 'ARTESÃO', '273': 'DECORADOR/CENÓGRAF', '274': 'FOTOGRAFOS', '275': 'MUSICOS/COMPOSITOR', '276': 'ART.TV.CINE.TEATRO', '277': 'ARTISTA DE CIRCO', '280': 'CINEGRAFISTAS ETC', '282': 'OUT.OP.RADIO/TV', '283': 'OP.PROJETO CINEMA', '291': 'BIBLIOTECARIOS', '292': 'MUSEOLOGOS ARQ.', '293': 'OUT.OCUP.', '301': 'PROD AGROP AUT', '302': 'TECN AGROPECUÁRIO', '321': 'CAÇADORES', '322': 'PESCADORES', '331': 'MADEIREIROS', '332': 'LENHADORES', '333': 'CARVOEIROS', '334': 'SERINGUEIROS', '335': 'ERVATEIROS', '336': 'APANHAD. PROD VEG', '341': 'MINEIROS', '345': 'CANTEIROS/MARROEI', '351': 'OP MAQ EXT MINERI', '371': 'GARIMPEIROS', '381': 'SALINEIROS', '391': 'SONDAD.POÇO GÁS', '403': 'MESTRES IND TEXT', '404': 'MESTRE CONST CIV', '406': 'OUTROS MESTRES', '411': 'FORNEIRO METALUR', '412': 'LAMINADORES', '413': 'TREFILADORES', '414': 'MODELADORES MACH', '415': 'GALVANIZADOR ETC', '417': 'POLIDORES ESMERIL', '418': 'FERRAMENTEIROS', '419': 'ESTAMPADORES MECA', '420': 'OPERADOR PRENSA', '421': 'FRESADOR/FURADOR', '422': 'TORNEIRO MECANIC', '423': 'AJUSTADOR MONTADOR', '424': 'MECÂNICO VEÍCULO', '425': 'MECÂNICOS', '426': 'SOLDADORES', '427': 'REBITADORES', '428': 'CALDEIREIROS', '430': 'FUNILEIROS', '431': 'LANTERNEIROS', '441': 'CARDADOR/PENTEAD', '442': 'MACAROQUEIRO BOB', '443': 'FIANDEIROS', '444': 'RENDEIROS', '445': 'URDIDORES', '446': 'CORDOEIROS', '447': 'TECELÕES', '448': 'TAPECEIROS', '449': 'REDEIROS', '450': 'ALVEJADORES TINT', '451': 'ESTAMPADOR TÉXTIL', '452': 'ACABADOR D PANO', '461': 'CORREEIRO SELEI', '462': 'CURTIDORES', '471': 'AUX DE COSTURA', '473': 'MODELISTAS CORT', '475': 'CHAPELEIRO PALHA', '476': 'CHAPEL. EXC PALHA', '477': 'SAPATEIROS', '478': 'TRAB FABR SAPATO', '479': 'BOLSEIRO CINTEIRO', '481': 'MARCENEIRO', '482': 'CARPINTEIRO', '483': 'TANOEIROS', '484': 'OPER MAQ MARCENEIR', '485': 'SERRADORES', '486': 'PREP COMPENSADO', '487': 'ESTOFADOR CAPOTEIR', '488': 'COLCHOEIROS', '489': 'LUSTRADOR MADEIRA', '490': 'CESTEIRO E ESTEI', '491': 'MONT EQ ELÉTRICO', '492': 'MONT EQ ELETRÔNICO', '493': 'REP EQUIPAMENTOS', '494': 'MONTAD RADIO/TV', '495': 'REPAR   RADIO/TV', '496': 'ELETRIC INSTALADOR', '497': 'INST REP EQ TELE', '498': 'INST REP LIN ELE', '511': 'ARMADOR CONCRETO', '512': 'PEDREIROS', '513': 'SERV PEDREIRO', '514': 'PINTOR CAIADOR', '515': 'ESTUCADORES', '516': 'LADRILHEIRO TAQ', '517': 'ENCANADORES', '518': 'VIDRACEIRO', '519': 'CALCETEIRO ASFAL', '520': 'CALAFATES', '521': 'OP MAQ CONST CIV', '531': 'LING SALSICHEIRO', '532': 'CHARQUEADORES', '533': 'MAGAREFES', '534': 'OCUP IND LATICÍNIO', '536': 'MACARRONEIRO PAS', '537': 'PADEIROS', '538': 'FARINHEIRO MOLEI', '539': 'OCUP IND AÇÚCAR', '540': 'OCUP IND BEBIDAS', '541': 'OCUP IND CAFÉ', '542': 'OCUP IND PESCADO', '543': 'OCUP IND CHA ETC', '544': 'OCUP IND OLEAGINOS', '551': 'LINOTIPISTAS', '552': 'TIPOGRAFOS', '553': 'CLICHERISTA E GR', '554': 'IMPRESSORES', '555': 'REVIS IND GRÁFICA', '556': 'ENCADERNADOR CAR', '557': 'OUT OCUP IND GRA', '561': 'VIDREIRO AMPOLEI', '562': 'CERAMISTAS LOUCE', '563': 'PINTORES CERAMIC', '564': 'OLEIROS', '571': 'INSP QUALIDADE', '572': 'OURIVES RELOJOEIRO', '573': 'LAPIDADORES', '574': 'BORRACHEIROS', '575': 'VULCANIZADOR REC', '576': 'FOGUETEIROS', '577': 'VASSOUREIROS', '578': 'MARMORISTAS', '579': 'PREPADORES FUMO', '580': 'CHARUTEIROS CIGA', '581': 'PINTORES A PISTOLA', '582': 'OPER EMPILHADEIRA', '583': 'FOGUISTAS', '584': 'EMB MERCADORIAS', '585': 'OCUP IND PAPEL', '586': 'OC IND ART BORRACH', '587': 'OC IND ART CIMENTO', '588': 'SUPERV SEGURANÇA', '589': 'OUT OCUP IND TRA', '601': 'COMERC C/PRÓPRIA', '602': 'VENDEDORES', '603': 'OPER DE CAIXA', '604': 'REPOSIT MERCADOR', '605': 'DEMONSTRADORES', '611': 'FEIRANTES', '612': 'AGUADEIROS', '613': 'DOCEIROS ETC', '614': 'QUITANDEIROS ETC', '615': 'TRIPEIRO ETC', '616': 'BILHETEIROS', '617': 'OUTR OCUP AMBULANT', '631': 'PRACISTAS E VIAJ', '632': 'REPRES COMERCIAL', '633': 'PROPAGANDISTA', '641': 'CORRETOR SEGUROS', '642': 'CORRETOR IMÓVEIS', '643': 'CORRET TIT/VALOR', '644': 'AVALIADOR LEILOEIR', '645': 'OUTR AG CORRETOR', '646': 'COMPRADORES', '711': 'AVIADOR CIVIL', '712': 'COMISSÁRIO DE BORD', '721': 'OFIC MARIN MERCANT', '723': 'MAQ DE EMBARCAÇÃO.', '725': 'MARINHEIRO CIVIL', '726': 'TAIFEIROS', '727': 'BARQUEIROS CANOEIR', '731': 'GUINDASTEIROS', '732': 'ESTIVADORES', '741': 'AG ESTR DE FERRO', '742': 'CONDUT CHEF TREM', '743': 'MAQUINISTA TREM', '744': 'FOGUISTAS TREM', '745': 'GUARDA-FREIOS', '751': 'MOTORISTAS', '752': 'TROCADORES', '753': 'CARROCEIRO TROP', '771': 'AG POSTAL E TELE', '772': 'POSTALISTAS', '773': 'TELEGR. RADIOTEL', '774': 'TELEFONISTAS', '775': 'CARTEIROS', '776': 'GUARDA-FIOS', '801': 'PROPRIETÁRIOS', '805': 'EMPREG DOMÉSTICO', '811': 'HOTEL DON PENSÃO', '812': 'CAMAREIROS', '813': 'COZINHEIROS', '814': 'GARÇONS', '815': 'ATENDENTE BAR', '821': 'CABELEIREIROS', '822': 'BARBEIROS', '823': 'MAQUILADORES ETC', '824': 'MANICURO E PEDICUR', '826': 'ENGRAXATES', '831': 'JOGADOR DE FUTEBOL', '832': 'LUTADOR/ATLETA', '833': 'JUIZ DE ESPORTES', '834': 'TECNICO ESPORTES', '841': 'PORTEIROS', '842': 'ASCENSORISTAS', '843': 'VIGIAS', '844': 'SERVENTES', '845': 'CONTINUOS', '855': 'INVEST. POLÍCIA', '857': 'CARCEREIRO ETC', '858': 'DATILOSCOPISTA', '911': 'APRENDIZES', '912': 'BILHETEIRO DIVER', '913': 'BOMB. EXC C. BOM', '914': 'CAPATAZES', '915': 'DEDETIZADORES', '916': 'GUARD AUTOMÓVEIS', '917': 'GUARDA SANITÁRIO', '918': 'INSPETOR FISCAIS', '919': 'JARDIN EXC LAVOURA', '920': 'LIXEIROS', '921': 'LUBRIFICADORES', '924': 'TRABALHAD BRAÇAL', '927': 'SEM DECLARAÇÃO'}",OCUPAÇÃO-TRAB.SECUNDÁRIO
V2407,ATIVIDADE-TRAB.SECUNDÁRIO,268,3,,,,,167,,,"{'11': 'CULTURA AGAVE', '12': 'CULTURA ALGODÃO', '13': 'CULTURA ARROZ', '14': 'CULTURA BANANA', '15': 'CULTURA CACAU', '16': 'CULTURA CAFÉ', '17': 'CULT CANA-AÇÚCAR', '18': 'CULTURA FUMO', '19': 'CULTURA MANDIOCA', '20': 'CULTURA MILHO', '21': 'CULTURA SOJA', '22': 'CULTURA TRIGO', '23': 'HORTIC FLORICULTUR', '24': 'SILVICULTURA', '26': 'PECUÁRIA', '27': 'AVICULTURA', '28': 'APICULT SERICULTUR', '29': 'ATIV NÃO DEFINIDA', '31': 'EXT BORRACHA', '32': 'EXT ERVA-MATE', '34': 'EXT FRUTOS SEMENTE', '35': 'EXT MADEIRAS', '36': 'PROD CARVÃO VEGETA', '37': 'ATIV NÃO DEFINIDA', '41': 'PESCA', '42': 'PISCICULTURA', '50': 'EXT APAR MAT CON', '52': 'EXT CARV PEDRA', '53': 'EXP SALINAS FONT', '54': 'FAIS GAR MIN NMET', '55': 'FAIS GAR MIN MET', '56': 'EXT MIN RADIOATIV', '57': 'EXT MIN NÃO METAL', '58': 'EXT MIN METÁLICOS', '59': 'ATIV NÃO DEFINIDA', '100': 'IND TRAN MIN NMET', '110': 'IND METALURGICAS', '120': 'IND MECÂNICAS', '130': 'IND MAT ELET COM', '140': 'IND MAT TRANSPOR', '150': 'IND MADEIRA', '151': 'IND DOMIC ART PAL', '160': 'IND MOBILIÁRIO', '170': 'IND PAPEL PAPELÃO', '180': 'IND BORRACHA', '190': 'IND COUROS PELES', '200': 'IND QUIMICAS', '201': 'IND PROD PETRÓLEO', '210': 'IND FARMAC VETERI', '220': 'IND PERF SABÃO VE', '230': 'IND PROD PLÁSTICOS', '240': 'IND TEXTEIS', '241': 'IND DOMIC TEXTEIS', '250': 'IND VESTUÁRIO', '251': 'IND CALÇADOS', '260': 'IND PROD ALIMENTOS', '270': 'IND BEBIDAS', '280': 'IND FUMO', '290': 'IND EDIT GRÁFICAS', '300': 'ATIV NÃO DEFINIDA', '340': 'IND CONSTRUÇÃO', '351': 'PROD DISTR EN EL', '352': 'PROD DIST GÁS CA', '353': 'ABAST ÁGUA ETC', '354': 'LIMP PUBL REM LIXO', '410': 'COM PROD AGROP EX', '412': 'COM TEC ART TECIDO', '413': 'COM MOV TAPEC ART', '414': 'COM PAPEL IMPRESSÃ', '415': 'COM FERRAGENS ETC', '416': 'COM MAQ APAREL IN', '417': 'COM VEICULOS ACES', '418': 'COM PROD QUIM FAR', '420': 'COM AMBULANTE', '421': 'FEIRAS', '422': 'SUPERMERCADOS', '424': 'ATIV NÃO DEFINIDA', '451': 'BANCOS FINANC ETC', '452': 'CAIXAS ECON COOP', '453': 'SEGUROS', '461': 'ADM COM INC IMÓVEI', '462': 'COM TIT E MOEDAS', '463': 'CONC LOTERIAS ETC', '464': 'ORG CART CRÉDITO', '471': 'TRANS TRAC ANIMAL', '473': 'TRANS RODOV CARGA', '474': 'TRANS FERROVIÁRIO', '475': 'TRANS MARÍTIMO', '476': 'TRANSPORTE AÉREO', '713': 'SERV ADM FEDERAIS', '714': 'SERV ADM ESTADUAIS', '715': 'SERV ADM MUNICIPAI', '721': 'EXÉRCITO', '722': 'MARINHA DE GUERRA', '723': 'AERONÁUTICA', '724': 'POLÍCIA MILITAR', '725': 'POLÍCIA CIVIL', '726': 'CORPO BOMBEIROS', '727': 'OUTR ORG GOV SEGU', '801': 'ORG INTER REP EST', '901': 'OUT ATIV NÃO DEFI', '902': 'ATIV MAL DEFINIDA'}",ATIVIDADE-TRAB.SECUNDÁRIO
V2408,NO TRAB.SECUND.ERA,271,1,,N,,,6,,,"{'2': 'EMPREGADO', '4': 'CONTA-PRÓPRIA', '6': 'EMPREGADOR', '8': 'NÃO REMUNERADO', '9': 'IGNORADO'}",NO TRAB.SECUND.ERA
V2409,CART.ASSIN.TRAB.SECUND.,272,1,,N,,,4,,,"{'1': 'SIM', '3': 'NÃO', '9': 'IGNORADO'}",CART.ASSIN.TRAB.SECUND.
V2410,MILIT./FUNC.EST.TRAB.SEC,273,1,,N,,,4,,,"{'2': 'SIM', '4': 'NÃO', '9': 'IGNORADO'}",MILIT./FUNC.EST.TRAB.SEC
V2501,SITUAÇÃO DE ATIVIDADE,274,2,,N,,,12,,,"{'01': 'EMPREG.C/CARTEIRA', '02': 'EMPREG.S/CARTEIRA', '04': 'NÃO REMUNERADO', '05': 'INATIVO', '99': 'IGNORADO'}",SITUAÇÃO DE ATIVIDADE
V2601,MIL./FUNC.EST.TRAB.PRINC,276,1,,N,,,4,,,"{'1': 'SIM', '3': 'NÃO'}",MIL./FUNC.EST.TRAB.PRINC
V2701,QTDE.NÃO REMUNERADOS,277,2,,N,,,,,,{},QTDE.NÃO REMUNERADOS
V2801,GOSTARIA MUDAR P/EMP.C/C,279,1,,N,,,4,,,"{'1': 'SIM', '3': 'NÃO'}",GOSTARIA MUDAR P/EMP.C/C
V2802,POR QUE NÃO GOSTARIA,280,1,,N,,,8,,,"{'1': 'GANHAVA MAIS', '2': 'AFAZERES DOMESTICO', '3': 'OUTRAS ATIVIDADES', '4': 'SATISFEITO', '6': 'OUTRO', '9': 'IGNORADO'}",POR QUE NÃO GOSTARIA
V2901,DE 1 A 5 OCUP.TRAB.PRINC,281,1,,N,,,2,,,{'1': 'SIM'},DE 1 A 5 OCUP.TRAB.PRINC
